"","spp","ncells","nrecords","span"
"573","Carex utriculata",306,449,218813.903562786
"574","Carex lemmonii",187,339,218806.364586045
"575","Pholisma arenarium",129,177,218264.557808097
"576","Epilobium minutum",390,491,218161.306013009
"577","Brasenia schreberi",29,52,218039.668277432
"578","Clarkia heterandra",147,178,217683.194052438
"579","Camissonia pubens",30,39,217645.472195876
"580","Mimulus tilingii",324,452,217152.377995593
"581","Elatine brachysperma",81,105,217152.031392186
"582","Carex microptera",190,249,216874.666076304
"583","Myriophyllum verticillatum",7,8,216532.884401518
"584","Potamogeton gramineus",49,76,216181.430511358
"585","Callitriche fassettii",9,9,215771.810694789
"586","Artemisia rothrockii",153,284,215755.582256781
"587","Isoetes bolanderi",158,236,215581.568668892
"588","Syntrichopappus lemmonii",90,124,215264.359084087
"589","Solidago multiradiata",328,486,215208.91415522
"590","Allium nevadense",29,35,215167.333284185
"591","Stipa pinetorum",125,192,215165.524559896
"592","Primula tetrandra",469,735,215070.260212511
"593","Cryptantha pterocarya",912,1220,215066.173197442
"594","Utricularia ochroleuca",4,5,215046.370663064
"595","Hippuris vulgaris",62,79,215045.421700557
"596","Ceanothus palmeri",212,373,214917.980573818
"597","Cirsium fontinale",30,111,214870.856763511
"598","Chenopodium fremontii",196,275,214870.619350559
"599","Dryopteris expansa",37,50,214864.557832193
"600","Bergia texana",49,85,214774.630394592
"601","Salvia sonomensis",217,331,214742.737781437
"602","Gayophytum humile",168,202,214430.14575944
"603","Abronia maritima",179,351,214327.011053778
"604","Philadelphus lewisii",397,557,214150.496025019
"605","Parnassia fimbriata",26,33,214147.577487749
"606","Cuscuta salina",74,95,214067.107255425
"607","Euthamia occidentalis",447,605,213827.95414925
"608","Trifolium longipes",421,588,213794.171242602
"609","Thysanocarpus rigidus",5,5,213734.914972116
"610","Fragaria vesca",311,396,213515.976154786
"611","Antirrhinum kingii",26,40,213167.995781823
"612","Carex breweri",155,256,213121.912589023
"613","Ericameria discoidea",210,298,213000.239995033
"614","Lithophragma heterophyllum",177,237,212866.298804016
"615","Pinus lambertiana",372,517,212752.273836139
"616","Camissonia parvula",32,41,212750.757866824
"617","Platanthera stricta",18,23,212747.191837786
"618","Polygonum sawatchense",188,247,212472.348750188
"619","Trifolium olivaceum",63,80,212433.656371931
"620","Veronica serpyllifolia",237,332,212315.27933161
"621","Chenopodium berlandieri",450,619,212298.459680528
"622","Polygala subspinosa",11,15,212294.144631346
"623","Lactuca tatarica",31,49,212205.312744792
"624","Salicornia bigelovii",28,44,212037.9472169
"625","Pleuropogon hooverianus",18,52,211903.422651348
"626","Cyperus acuminatus",21,33,211865.674861
"627","Rumex occidentalis",53,70,211537.877549746
"628","Collomia linearis",173,214,211434.992438467
"629","Drymocallis pseudorupestris",54,74,211367.473152935
"630","Sidalcea malachroides",76,123,211147.658978038
"631","Kelloggia galioides",483,678,211106.240183803
"632","Crepis nana",57,87,210739.890630622
"633","Eriogonum spergulinum",534,859,210419.995537854
"634","Potentilla rivalis",71,100,210316.688080289
"635","Astragalus tener",108,187,210220.406507997
"636","Castilleja minor",368,477,209952.613967946
"637","Primula fragrans",132,228,209889.620183096
"638","Stipa lettermanii",87,117,209543.849575794
"639","Calochortus superbus",102,127,209496.86829952
"640","Gratiola neglecta",21,34,209400.958133536
"641","Callitriche palustris",111,152,209355.677095106
"642","Cerastium arvense",140,213,209339.520498197
"643","Poa tenerrima",30,52,209255.66986819
"644","Lepidium oblongum",73,110,209165.225609053
"645","Cryptantha similis",69,76,208930.285374575
"646","Arabis mcdonaldiana",34,61,208861.882903432
"647","Eriophyllum multicaule",164,235,208861.361090129
"648","Boechera rectissima",121,163,208659.687567242
"649","Actaea rubra",254,348,208549.863530838
"650","Caulanthus crassicaulis",25,41,208532.014157462
"651","Deschampsia cespitosa",714,1193,208412.024872343
"652","Senecio spartioides",86,135,208130.290806023
"653","Danthonia unispicata",219,306,208026.676347953
"654","Carex feta",208,288,207996.821137683
"655","Polygala cornuta",394,604,207990.889035982
"656","Calyptridium parryi",73,110,207883.125678207
"657","Wislizenia refracta",59,121,207759.934817595
"658","Azolla microphylla",40,55,207754.166450307
"659","Adiantum capillus-veneris",258,422,207647.106666781
"660","Minuartia pusilla",41,50,207635.554330874
"661","Packera pseudaurea",14,20,207401.537223453
"662","Phacelia rattanii",69,90,207365.113973082
"663","Cardamine pachystigma",79,118,207330.566353075
"664","Cymopterus terebinthinus",214,288,207323.70524289
"665","Botrychium simplex",111,159,207213.403135448
"666","Carex multicaulis",447,653,207114.914567514
"667","Gaultheria humifusa",61,105,207017.369415069
"668","Gayophytum heterozygum",292,392,206854.732640099
"669","Pleiacanthus spinosus",163,234,206655.291066174
"670","Solidago lepida",13,13,206625.688572054
"671","Cardamine breweri",209,289,206624.822256377
"672","Vaccinium cespitosum",287,439,206615.146484409
"673","Comarum palustre",39,73,206330.292461789
"674","Eriogonum inflatum",676,903,206274.845427363
"675","Mimulus suksdorfii",145,196,206145.330480787
"676","Pyrola picta",577,771,205933.701967333
"677","Sisyrinchium halophilum",41,53,205711.572709816
"678","Lemna gibba",109,156,205632.561276859
"679","Najas marina",34,60,205439.504775882
"680","Amsinckia tessellata",913,1179,205325.052108574
"681","Descurainia paradisa",13,18,205323.291210739
"682","Collinsia multicolor",36,65,205228.79981913
"683","Pleuricospora fimbriolata",81,105,205144.25595112
"684","Trianthema portulacastrum",48,89,205103.12986155
"685","Cirsium cymosum",143,214,205092.323383693
"686","Sagina maxima",16,17,205064.231255645
"687","Muilla transmontana",10,11,204944.075478469
"688","Calamagrostis koelerioides",178,266,204633.01181514
"689","Artemisia bigelovii",49,90,204564.235712291
"690","Erigeron compositus",270,463,204442.318787957
"691","Arabis eschscholtziana",55,72,204233.614117152
"692","Viola adunca",529,801,204110.82648082
"693","Potentilla wheeleri",91,211,204017.82314433
"694","Antennaria rosea",463,658,203895.795348347
"695","Carex tumulicola",157,222,203839.55759529
"696","Malvella leprosa",290,399,203828.521257064
"697","Potentilla anserina",246,366,203675.169350514
"698","Geranium richardsonii",134,205,203628.860811306
"699","Layia gaillardioides",101,158,203420.203197603
"700","Penstemon calcareus",30,54,203417.757305132
"701","Eleocharis quinqueflora",223,321,202933.477528314
"702","Typha angustifolia",42,57,202866.738174093
"703","Descurainia incana",104,121,202854.404572145
"704","Allium burlewii",110,168,202818.085598317
"705","Geum macrophyllum",213,259,202788.881315107
"706","Maianthemum racemosum",460,560,202685.779502977
"707","Lupinus littoralis",26,39,202386.54310641
"708","Thelypodium brachycarpum",49,79,202199.138472573
"709","Castilleja tenuis",257,355,202148.900563414
"710","Castilleja wightii",188,279,201361.121933157
"711","Leersia oryzoides",137,188,201280.777303339
"712","Sium suave",24,35,201273.388550269
"713","Leptosyne gigantea",109,260,201101.266275793
"714","Salix prolixa",27,39,201079.870279527
"715","Cardamine pensylvanica",7,12,201065.323409985
"716","Calochortus coeruleus",106,122,201033.668290626
"717","Androsace elongata",128,174,201004.474806523
"718","Helianthus gracilentus",407,585,200981.461324744
"719","Almutaster pauciflorus",7,25,200881.005564729
"720","Artemisia dracunculus",663,923,200849.843756974
"721","Claytonia megarhiza",17,26,200661.259479905
"722","Amaranthus palmeri",110,175,200542.619617937
"723","Potamogeton epihydrus",30,51,200332.619881402
"724","Lupinus argenteus",697,1187,200276.382586461
"725","Mimulus androsaceus",73,118,200077.470307648
"726","Silene menziesii",114,161,199841.733485567
"727","Lobelia dunnii",86,138,199712.097884561
"728","Alopecurus aequalis",292,469,199634.986768787
"729","Erigeron aphanactis",165,241,199521.751116516
"730","Menyanthes trifoliata",57,78,199431.556943195
"731","Stipa speciosa",818,1188,199410.26196933
"732","Chenopodium atrovirens",99,121,199393.450611198
"733","Salix gooddingii",572,1186,199361.458520312
"734","Elymus mollis",57,86,199327.205405297
"735","Ribes quercetorum",246,370,199241.623424033
"736","Hesperevax sparsiflora",135,207,199152.207618883
"737","Melica aristata",217,338,199049.637593749
"738","Navarretia capillaris",199,267,198979.869072054
"739","Calyptridium monospermum",448,610,198964.429067478
"740","Prosopis pubescens",103,170,198815.606777282
"741","Lepidium densiflorum",61,79,198766.841446596
"742","Agrostis idahoensis",432,636,198761.219250894
"743","Atriplex canescens",813,1409,198584.786104524
"744","Carex scoparia",2,2,198568.927728918
"745","Rhamnus crocea",612,980,198477.545095902
"746","Rorippa curvipes",64,86,198318.587231584
"747","Chaetadelpha wheeleri",32,73,198005.271354299
"748","Astragalus pachypus",113,200,197926.535640664
"749","Solidago confinis",204,365,197921.257006941
"750","Monardella purpurea",65,92,197792.6766846
"751","Carex gracilior",75,126,197734.671256871
"752","Eriogonum baileyi",437,689,197731.10293447
"753","Juncus falcatus",30,45,197345.499168563
"754","Triglochin striata",31,51,197252.423647999
"755","Stellaria longipes",410,585,197235.488048308
"756","Elodea canadensis",64,84,197215.832541514
"757","Glyceria elata",421,576,197146.802962635
"758","Atriplex truncata",34,58,197107.628133977
"759","Galium ambiguum",128,162,197069.313635505
"760","Lemna minuta",122,160,196960.867170605
"761","Plagiobothrys chorisianus",121,241,196960.185396913
"762","Festuca viridula",83,130,196939.309825412
"763","Agrostis humilis",114,176,196864.209683948
"764","Sporobolus airoides",271,408,196807.454581055
"765","Berberis fremontii",20,32,196787.778775574
"766","Eriogonum caespitosum",54,77,196620.291421533
"767","Gilia sinuata",285,354,196368.915858668
"768","Eriochloa acuminata",47,91,196305.83832276
"769","Armeria maritima",191,345,196245.009231384
"770","Physalis acutifolia",22,28,196238.765561626
"771","Cicuta douglasii",82,118,196076.864113642
"772","Clarkia davyi",56,94,195906.978505491
"773","Carex infirminervia",21,22,195837.977337469
"774","Circaea alpina",220,267,195738.338380373
"775","Nama rothrockii",99,155,195711.648728797
"776","Cheilanthes clevelandii",196,357,195606.224187196
"777","Eriogonum latifolium",206,396,195594.607485397
"778","Symphyotrichum spathulatum",700,1120,195424.046967976
"779","Suaeda nigra",286,413,195235.865845556
"780","Juncus rugulosus",242,342,195168.98422542
"781","Planodes virginica",56,78,194896.067162543
"782","Polygonum polygaloides",489,684,194687.455012641
"783","Hesperochiron californicus",118,151,194619.816068487
"784","Crataegus gaylussacia",66,147,194605.88516579
"785","Plagiobothrys parishii",22,70,194599.539275071
"786","Gaultheria ovatifolia",83,129,194547.448470398
"787","Plagiobothrys acanthocarpus",148,227,194511.581869061
"788","Galium tricornutum",36,39,194419.447851132
"789","Nemacladus interior",70,98,194415.706275346
"790","Lupinus stiversii",128,180,194393.414331384
"791","Poa sierrae",27,61,194206.384745041
"792","Cucurbita foetidissima",187,243,194065.793710109
"793","Plagiobothrys kingii",19,24,193656.945884209
"794","Crocidium multicaule",93,123,193610.818765945
"795","Hemieva ranunculifolia",18,31,193537.646322962
"796","Wolffia globosa",2,2,193510.208549568
"797","Carex multicostata",218,302,193275.667247367
"798","Galium cliftonsmithii",24,46,193201.308788214
"799","Symphyotrichum foliaceum",140,194,193148.5339398
"800","Melica torreyana",481,701,193140.291436764
"801","Anagallis minima",115,146,193102.093752638
"802","Phacelia campanularia",241,358,193016.002637884
"803","Sarcobatus vermiculatus",106,157,192740.516550409
"804","Hesperevax acaulis",93,110,192532.383147579
"805","Prunella vulgaris",455,556,192469.958536874
"806","Cyperus erythrorhizos",231,357,192359.025464029
"807","Garrya fremontii",477,813,192325.992802648
"808","Trautvetteria caroliniensis",40,44,191917.535294081
"809","Eremogone congesta",350,492,191875.859084492
"810","Puccinellia nuttalliana",68,100,191716.654545101
"811","Collomia heterophylla",325,403,191493.198480444
"812","Astragalus curvicarpus",57,74,191466.156718814
"813","Galium serpenticum",22,41,191238.983600869
"814","Juncus hesperius",63,84,191186.253531463
"815","Fagonia laevis",346,532,191075.714617391
"816","Erigeron tener",36,44,191075.531447416
"817","Puccinellia lemmonii",30,40,191015.228381586
"818","Bromus sitchensis",35,40,190879.665161319
"819","Phyla nodiflora",170,212,190707.619692434
"820","Leptochloa panicea",22,42,190637.333197004
"821","Muhlenbergia mexicana",19,24,190486.443071273
"822","Rumex salicifolius",466,633,190474.414633271
"823","Dudleya abramsii",159,253,190443.296946703
"824","Andropogon glomeratus",70,150,190047.230561744
"825","Allium atrorubens",69,87,189912.866157802
"826","Orthocarpus luteus",16,25,189850.507645176
"827","Heteranthera dubia",7,14,189817.485039683
"828","Peraphyllum ramosissimum",51,71,189751.285111313
"829","Carex filifolia",186,279,189695.79106807
"830","Corallorhiza maculata",312,378,189647.819725088
"831","Carex nebrascensis",394,578,189506.187100496
"832","Galium trifidum",292,433,189482.575537758
"833","Thermopsis gracilis",66,81,189363.21358417
"834","Saxifraga mertensiana",76,117,189276.273491941
"835","Carex canescens",34,51,189242.458546099
"836","Phacelia bicolor",121,151,189239.030580625
"837","Ivesia saxosa",74,129,189062.012884927
"838","Arthrocnemum subterminale",138,221,188823.508575809
"839","Symphyotrichum subulatum",215,324,188775.148516844
"840","Potamogeton praelongus",8,15,188670.346344784
"841","Juncus bryoides",57,77,188459.739820744
"842","Cirsium inamoenum",17,40,188423.972281466
"843","Isoetes nuttallii",198,268,188189.326151162
"844","Lemna turionifera",39,43,187964.239410084
"845","Stachys bergii",8,10,187928.958687862
"846","Osmorhiza depauperata",4,6,187863.14089189
"847","Streptanthus cordatus",113,189,187836.631379828
"848","Boechera sparsiflora",214,249,187610.147843941
"849","Heuchera caespitosa",99,189,187603.143561971
"850","Arnica chamissonis",309,477,187361.039829506
"851","Agrostis scabra",494,702,187189.075229016
"852","Polystichum munitum",333,425,187117.930203935
"853","Minuartia cismontana",30,47,186912.130426968
"854","Arnica lanceolata",90,129,186794.288294217
"855","Mimulus primuloides",516,721,186764.660644062
"856","Tropidocarpum capparideum",27,51,186675.468475142
"857","Boechera dispar",61,81,186269.723402185
"858","Sporobolus flexuosus",54,76,186249.736386061
"859","Juncus nodosus",15,20,186245.335214465
"860","Styrax redivivus",343,602,186217.564343676
"861","Chorizanthe watsonii",211,285,186157.111564933
"862","Epilobium hallianum",279,363,186042.714138912
"863","Sidalcea diploscypha",151,204,185891.368751044
"864","Primula suffrutescens",195,315,185888.133688581
"865","Crepis occidentalis",285,423,185866.012202327
"866","Arnica discoidea",364,513,185795.323018603
"867","Trifolium fucatum",213,303,185735.571233565
"868","Calycadenia spicata",34,59,185678.20618057
"869","Senecio aphanactis",41,61,185508.941450464
"870","Cornus nuttallii",541,777,185425.652334794
"871","Persicaria hydropiperoides",106,185,185142.972240348
"872","Amorpha californica",417,672,184986.840267509
"873","Atriplex patula",46,56,184876.248706367
"874","Calamagrostis bolanderi",42,66,184780.325545457
"875","Asclepias eriocarpa",363,448,184773.384921565
"876","Xanthium spinosum",207,269,184687.629445354
"877","Zostera marina",44,163,184675.807316191
"878","Potentilla biennis",123,171,184529.805830448
